Type,num_part,num_dim,steps,warmup,alpha,omega,energy,kin_en,pot_en,acceptance_rate,time
sympleharmonic,100,3,100,10,1,1,163.876,119.612,44.2637,0.377778,0
sympleharmonic,100,3,100,10,1,1,148.438,99.0287,49.4095,0.322222,0
sympleharmonic,100,3,100,10,1,1,163.211,118.726,44.4852,0.388889,0
sympleharmonic,100,3,100,10,1,1,148.687,99.3598,49.3267,0.333333,0
sympleharmonic,100,3,1000,100,1,1,157.71,110.391,47.3189,0.994444,1
sympleharmonic,100,3,1000,100,1,1,155.232,107.087,48.145,0.991111,1
sympleharmonic,100,3,1000,100,1,1,146.392,95.3008,51.0915,0.985556,1
sympleharmonic,100,3,1000,100,1,1,156.964,109.397,47.5674,0.995556,1
sympleharmonic,100,3,1000,100,1,1,146.733,95.7555,50.9778,0.986667,1
sympleharmonic,100,3,1000,100,1,1,157.606,110.253,47.3535,0.916667,1
sympleharmonic,100,3,1000,100,1,1,158.191,111.032,47.1587,0.901111,1
sympleharmonic,100,3,1000,100,1,1,146.153,94.982,51.1712,0.904444,1
sympleharmonic,100,3,1000,100,1,1,161.104,114.916,46.1876,0.931111,1
sympleharmonic,100,3,1000,100,1,1,146.879,95.9491,50.9294,0.911111,1
sympleharmonic,100,3,1000,100,1,1,179.196,139.04,40.1568,0.636667,1
sympleharmonic,100,3,1000,100,1,1,173.52,131.472,42.0487,0.633333,1
sympleharmonic,100,3,1000,100,1,1,163.549,118.176,45.3726,0.635556,1
sympleharmonic,100,3,1000,100,1,1,169.171,125.672,43.4986,0.625556,1
sympleharmonic,100,3,1000,100,1,1,164.36,119.257,45.1024,0.628889,1
sympleharmonic,100,3,1000,100,1,1,181.841,142.565,39.2753,0.374444,1
sympleharmonic,100,3,1000,100,1,1,185.842,147.9,37.9417,0.343333,1
sympleharmonic,100,3,1000,100,1,1,171.619,128.936,42.6827,0.374444,1
sympleharmonic,100,3,1000,100,1,1,179.999,140.11,39.8891,0.35,1
sympleharmonic,100,3,1000,100,1,1,170.758,127.788,42.9697,0.361111,1
sympleharmonic,100,3,10000,1000,1,1,158.686,111.592,47.0937,0.989444,13
sympleharmonic,100,3,10000,1000,1,1,154.343,105.802,48.5412,0.99,13
sympleharmonic,100,3,10000,1000,1,1,144.83,93.1174,51.7123,0.990222,13
sympleharmonic,100,3,10000,1000,1,1,157.699,110.277,47.4225,0.989111,13
sympleharmonic,100,3,10000,1000,1,1,145.918,94.5682,51.3496,0.988444,13
sympleharmonic,100,3,10000,1000,1,1,176.726,135.646,41.0802,0.915667,13
sympleharmonic,100,3,10000,1000,1,1,167.026,122.712,44.3135,0.918,13
sympleharmonic,100,3,10000,1000,1,1,154.142,105.534,48.6081,0.908889,13
sympleharmonic,100,3,10000,1000,1,1,171,128.011,42.9888,0.917556,13
sympleharmonic,100,3,10000,1000,1,1,161.63,115.518,46.1121,0.910778,13
sympleharmonic,100,3,10000,1000,1,1,189.139,152.197,36.9424,0.628,14
sympleharmonic,100,3,10000,1000,1,1,187.693,150.268,37.4246,0.640333,14
sympleharmonic,100,3,10000,1000,1,1,191.416,155.232,36.1836,0.626889,14
sympleharmonic,100,3,10000,1000,1,1,183.456,144.619,38.8369,0.633333,13
sympleharmonic,100,3,10000,1000,1,1,186.971,149.306,37.6651,0.636778,13
sympleharmonic,100,3,10000,1000,1,1,191.017,154.701,36.3165,0.347222,14
sympleharmonic,100,3,10000,1000,1,1,183.398,144.542,38.8561,0.360111,14
sympleharmonic,100,3,10000,1000,1,1,187.114,149.497,37.6175,0.348111,14
sympleharmonic,100,3,10000,1000,1,1,189.461,152.626,36.8352,0.353111,14
sympleharmonic,100,3,10000,1000,1,1,187.487,149.994,37.4931,0.354333,14
sympleharmonic,100,3,100000,10000,1,1,157.56,110.081,47.4788,0.990733,136
sympleharmonic,100,3,100000,10000,1,1,158.483,111.312,47.1713,0.9911,139
sympleharmonic,100,3,100000,10000,1,1,152.412,103.218,49.1948,0.990978,137
sympleharmonic,100,3,100000,10000,1,1,155.251,107.003,48.2485,0.990611,137
sympleharmonic,100,3,100000,10000,1,1,145.582,94.1107,51.4715,0.991378,136
sympleharmonic,100,3,100000,10000,1,1,190.825,154.435,36.3904,0.924033,136
sympleharmonic,100,3,100000,10000,1,1,187.963,150.618,37.3447,0.924622,137
sympleharmonic,100,3,100000,10000,1,1,185.861,147.816,38.0451,0.924344,138
sympleharmonic,100,3,100000,10000,1,1,182.237,142.983,39.2534,0.921867,137
sympleharmonic,100,3,100000,10000,1,1,189.285,152.381,36.9039,0.923178,136
sympleharmonic,100,3,100000,10000,1,1,191.23,154.974,36.2556,0.634356,140
sympleharmonic,100,3,100000,10000,1,1,186.948,149.265,37.683,0.636778,139
sympleharmonic,100,3,100000,10000,1,1,187.787,150.384,37.4031,0.6361,141
sympleharmonic,100,3,100000,10000,1,1,184.89,146.521,38.3688,0.636122,139
sympleharmonic,100,3,100000,10000,1,1,186.282,148.377,37.9048,0.634944,140
sympleharmonic,100,3,100000,10000,1,1,188.771,151.696,37.0751,0.355478,140
sympleharmonic,100,3,100000,10000,1,1,187.882,150.511,37.3715,0.353889,141
sympleharmonic,100,3,100000,10000,1,1,187.066,149.423,37.6434,0.356,140
sympleharmonic,100,3,100000,10000,1,1,187.857,150.477,37.38,0.357578,140
sympleharmonic,100,3,100000,10000,1,1,187.07,149.427,37.6423,0.353844,140
sympleharmonic,100,3,1000000,100000,1,1,171.844,129.126,42.7185,0.991861,1366
sympleharmonic,100,3,1000000,100000,1,1,167.37,123.16,44.2099,0.991556,1367
sympleharmonic,100,3,1000000,100000,1,1,170.24,126.987,43.2531,0.991612,1370
sympleharmonic,100,3,1000000,100000,1,1,163.152,117.536,45.6159,0.991376,1374
sympleharmonic,100,3,1000000,100000,1,1,169.895,126.526,43.3683,0.991733,1384
sympleharmonic,100,3,1000000,100000,1,1,188.059,150.746,37.3135,0.923764,1377
sympleharmonic,100,3,1000000,100000,1,1,188.174,150.899,37.2752,0.92412,1372
sympleharmonic,100,3,1000000,100000,1,1,187.508,150.011,37.4971,0.923752,1382
sympleharmonic,100,3,1000000,100000,1,1,184.447,145.93,38.5174,0.923144,1373
sympleharmonic,100,3,1000000,100000,1,1,187.87,150.494,37.3765,0.923342,1373
sympleharmonic,100,3,1000000,100000,1,1,187.324,149.765,37.5586,0.63438,1392
sympleharmonic,100,3,1000000,100000,1,1,187.373,149.831,37.5422,0.63555,1389
sympleharmonic,100,3,1000000,100000,1,1,187.278,149.704,37.574,0.63451,1387
sympleharmonic,100,3,1000000,100000,1,1,186.357,148.477,37.8808,0.633822,1398
sympleharmonic,100,3,1000000,100000,1,1,187.637,150.183,37.4542,0.633394,1386
sympleharmonic,100,3,1000000,100000,1,1,187.649,150.198,37.4504,0.355452,1416
sympleharmonic,100,3,1000000,100000,1,1,187.661,150.215,37.4462,0.355403,1394
sympleharmonic,100,3,1000000,100000,1,1,187.256,149.675,37.5812,0.354624,1402
sympleharmonic,100,3,1000000,100000,1,1,187.909,150.545,37.3635,0.354176,1416
sympleharmonic,100,3,1000000,100000,1,1,187.384,149.845,37.5386,0.35415,1409
sympleharmonic,100,3,10000000,1e+06,1,1,187.678,150.237,37.4407,0.99236,13886
sympleharmonic,100,3,10000000,1e+06,1,1,182.352,143.136,39.2161,0.992129,13730
sympleharmonic,100,3,10000000,1e+06,1,1,192.636,156.848,35.788,0.992533,13692
sympleharmonic,100,3,10000000,1e+06,1,1,191.224,154.966,36.2585,0.992397,13743
sympleharmonic,100,3,10000000,1e+06,1,1,193.589,158.119,35.4704,0.99257,13693
sympleharmonic,100,3,10000000,1e+06,1,1,187.34,149.787,37.5533,0.923579,13823
sympleharmonic,100,3,10000000,1e+06,1,1,187.058,149.411,37.6472,0.923267,13882
sympleharmonic,100,3,10000000,1e+06,1,1,187.221,149.628,37.593,0.92346,13690
sympleharmonic,100,3,10000000,1e+06,1,1,187.688,150.25,37.4375,0.923492,13714
sympleharmonic,100,3,10000000,1e+06,1,1,188.032,150.709,37.3228,0.923497,13724
sympleharmonic,100,3,10000000,1e+06,1,1,187.416,149.888,37.528,0.634146,13943
sympleharmonic,100,3,10000000,1e+06,1,1,187.459,149.945,37.5136,0.63412,13921
sympleharmonic,100,3,10000000,1e+06,1,1,187.323,149.764,37.559,0.634321,14022
sympleharmonic,100,3,10000000,1e+06,1,1,187.521,150.028,37.4929,0.633986,13918
sympleharmonic,100,3,10000000,1e+06,1,1,187.581,150.108,37.4729,0.634264,14091
sympleharmonic,100,3,10000000,1e+06,1,1,187.386,149.848,37.538,0.354754,14082
sympleharmonic,100,3,10000000,1e+06,1,1,187.665,150.22,37.445,0.354219,14045
sympleharmonic,100,3,10000000,1e+06,1,1,187.501,150.001,37.4996,0.354513,14005
sympleharmonic,100,3,10000000,1e+06,1,1,187.425,149.899,37.5251,0.35481,14073
sympleharmonic,100,3,10000000,1e+06,1,1,187.464,149.952,37.512,0.3546,14118
sympleharmonic,100,3,100,10,1,1,153.186,105.359,47.827,0.977778,0
sympleharmonic,100,3,100,10,1,1,153.468,105.735,47.7329,0.977778,0
sympleharmonic,100,3,100,10,1,1,149.037,99.8278,49.2097,0.988889,0
sympleharmonic,100,3,100,10,1,1,155.728,108.748,46.9796,0.988889,0
sympleharmonic,100,3,100,10,1,1,143.67,92.6716,50.9988,0.988889,0
sympleharmonic,100,3,100,10,1,1,153.963,106.395,47.5679,0.922222,0
sympleharmonic,100,3,100,10,1,1,159.103,113.248,45.8546,0.922222,0
sympleharmonic,100,3,100,10,1,1,155.925,109.011,46.914,0.955556,0
sympleharmonic,100,3,100,10,1,1,162.169,117.337,44.8324,0.955556,0
sympleharmonic,100,3,100,10,1,1,144.68,94.0171,50.6624,0.911111,0
sympleharmonic,100,3,100,10,1,1,161.921,117.005,44.9153,0.566667,0
sympleharmonic,100,3,100,10,1,1,162.093,117.235,44.8579,0.611111,0
sympleharmonic,100,3,100,10,1,1,154.173,106.675,47.4979,0.633333,0
sympleharmonic,100,3,100,10,1,1,164.443,120.369,44.0744,0.688889,0
sympleharmonic,100,3,100,10,1,1,150.158,101.321,48.8364,0.533333,0
sympleharmonic,100,3,100,10,1,1,157.57,111.205,46.3655,0.233333,0
sympleharmonic,100,3,100,10,1,1,153.584,105.889,47.6944,0.177778,0
sympleharmonic,100,3,100,10,1,1,145.468,95.069,50.3994,0.166667,0
sympleharmonic,100,3,100,10,1,1,157.404,110.983,46.4209,0.188889,0
sympleharmonic,100,3,100,10,1,1,146.99,97.0982,49.8921,0.222222,0
sympleharmonic,100,3,1000,100,1,1,154.216,105.733,48.4834,0.996667,1
sympleharmonic,100,3,1000,100,1,1,171.195,128.372,42.8238,0.996667,1
sympleharmonic,100,3,1000,100,1,1,164.123,118.941,45.1813,0.996667,1
sympleharmonic,100,3,1000,100,1,1,161.294,115.169,46.1243,0.998889,1
sympleharmonic,100,3,1000,100,1,1,156.172,108.341,47.8315,0.998889,1
sympleharmonic,100,3,1000,100,1,1,174.199,132.377,41.8224,0.954444,1
sympleharmonic,100,3,1000,100,1,1,189.017,152.134,36.8832,0.948889,1
sympleharmonic,100,3,1000,100,1,1,183.152,144.313,38.8384,0.954444,1
sympleharmonic,100,3,1000,100,1,1,181.734,142.423,39.3109,0.951111,1
sympleharmonic,100,3,1000,100,1,1,184.874,146.609,38.2643,0.953333,1
sympleharmonic,100,3,1000,100,1,1,184.418,146.002,38.4162,0.594444,1
sympleharmonic,100,3,1000,100,1,1,184.739,146.43,38.3092,0.565556,1
sympleharmonic,100,3,1000,100,1,1,171.222,128.407,42.8148,0.632222,1
sympleharmonic,100,3,1000,100,1,1,177.451,136.713,40.7385,0.581111,1
sympleharmonic,100,3,1000,100,1,1,185.587,147.56,38.0267,0.574444,1
sympleharmonic,100,3,1000,100,1,1,162.771,117.139,45.632,0.185556,1
sympleharmonic,100,3,1000,100,1,1,164.526,119.48,45.0467,0.201111,1
sympleharmonic,100,3,1000,100,1,1,160.923,114.675,46.2479,0.206667,1
sympleharmonic,100,3,1000,100,1,1,160.236,113.759,46.477,0.195556,1
sympleharmonic,100,3,1000,100,1,1,163.214,117.729,45.4844,0.192222,2
sympleharmonic,100,3,10000,1000,1,1,182.678,143.582,39.0962,0.999,19
sympleharmonic,100,3,10000,1000,1,1,185.797,147.74,38.0566,0.999444,18
sympleharmonic,100,3,10000,1000,1,1,183.493,144.669,38.8245,0.998667,18
sympleharmonic,100,3,10000,1000,1,1,174.503,132.681,41.8214,0.998444,18
sympleharmonic,100,3,10000,1000,1,1,181.608,142.156,39.4528,0.998667,19
sympleharmonic,100,3,10000,1000,1,1,192.124,156.176,35.9476,0.96,18
sympleharmonic,100,3,10000,1000,1,1,187.603,150.149,37.4544,0.962667,18
sympleharmonic,100,3,10000,1000,1,1,189.905,153.218,36.6872,0.956889,18
sympleharmonic,100,3,10000,1000,1,1,182.968,143.969,38.9995,0.960111,18
sympleharmonic,100,3,10000,1000,1,1,185.44,147.265,38.1754,0.958333,18
sympleharmonic,100,3,10000,1000,1,1,186.962,149.294,37.6682,0.584222,19
sympleharmonic,100,3,10000,1000,1,1,188.505,151.351,37.154,0.585667,19
sympleharmonic,100,3,10000,1000,1,1,186.853,149.148,37.7046,0.589111,19
sympleharmonic,100,3,10000,1000,1,1,186.936,149.26,37.6767,0.578333,19
sympleharmonic,100,3,10000,1000,1,1,187.218,149.635,37.5829,0.585667,19
sympleharmonic,100,3,10000,1000,1,1,187.625,150.177,37.4473,0.185222,19
sympleharmonic,100,3,10000,1000,1,1,183.167,144.234,38.9333,0.191111,19
sympleharmonic,100,3,10000,1000,1,1,187.522,150.041,37.4814,0.186222,19
sympleharmonic,100,3,10000,1000,1,1,185.545,147.404,38.1407,0.179556,19
sympleharmonic,100,3,10000,1000,1,1,185.78,147.718,38.0623,0.183556,19
sympleharmonic,100,3,100000,10000,1,1,191.644,155.527,36.1175,0.998622,187
sympleharmonic,100,3,100000,10000,1,1,186.675,148.901,37.7739,0.9986,187
sympleharmonic,100,3,100000,10000,1,1,185.923,147.899,38.0244,0.998733,188
sympleharmonic,100,3,100000,10000,1,1,184.27,145.695,38.5755,0.998589,187
sympleharmonic,100,3,100000,10000,1,1,188.633,151.512,37.1212,0.998689,188
sympleharmonic,100,3,100000,10000,1,1,188.739,151.654,37.0857,0.960422,188
sympleharmonic,100,3,100000,10000,1,1,186.988,149.319,37.6694,0.9599,188
sympleharmonic,100,3,100000,10000,1,1,187.383,149.845,37.538,0.959167,187
sympleharmonic,100,3,100000,10000,1,1,186.506,148.676,37.8301,0.959733,188
sympleharmonic,100,3,100000,10000,1,1,188.24,150.988,37.2521,0.9595,188
sympleharmonic,100,3,100000,10000,1,1,187.588,150.118,37.4697,0.582622,191
sympleharmonic,100,3,100000,10000,1,1,187.493,149.992,37.5013,0.583467,191
sympleharmonic,100,3,100000,10000,1,1,189.777,153.037,36.74,0.577578,192
sympleharmonic,100,3,100000,10000,1,1,187.783,150.378,37.4046,0.586,191
sympleharmonic,100,3,100000,10000,1,1,188.069,150.76,37.3092,0.585656,192
sympleharmonic,100,3,100000,10000,1,1,189.948,153.266,36.6827,0.179067,194
sympleharmonic,100,3,100000,10000,1,1,186.656,148.876,37.7801,0.1831,194
sympleharmonic,100,3,100000,10000,1,1,186.385,148.515,37.8704,0.182822,194
sympleharmonic,100,3,100000,10000,1,1,186.703,148.939,37.7644,0.182722,194
sympleharmonic,100,3,100000,10000,1,1,184.118,145.491,38.6264,0.1841,194
sympleharmonic,100,3,1000000,100000,1,1,188.86,151.813,37.0466,0.998782,1879
sympleharmonic,100,3,1000000,100000,1,1,186.334,148.446,37.8885,0.998708,1883
sympleharmonic,100,3,1000000,100000,1,1,187.428,149.904,37.5239,0.99878,1874
sympleharmonic,100,3,1000000,100000,1,1,187.553,150.07,37.4824,0.998716,1886
sympleharmonic,100,3,1000000,100000,1,1,187.163,149.55,37.6124,0.998729,1882
sympleharmonic,100,3,1000000,100000,1,1,187.843,150.457,37.3856,0.95963,1887
sympleharmonic,100,3,1000000,100000,1,1,187.249,149.665,37.5836,0.95955,1879
sympleharmonic,100,3,1000000,100000,1,1,187.27,149.693,37.5766,0.959969,1879
sympleharmonic,100,3,1000000,100000,1,1,187.65,150.2,37.4499,0.959606,1879
sympleharmonic,100,3,1000000,100000,1,1,187.652,150.202,37.4493,0.959888,1890
sympleharmonic,100,3,1000000,100000,1,1,187.516,150.022,37.4945,0.583358,1915
sympleharmonic,100,3,1000000,100000,1,1,187.311,149.748,37.563,0.584211,1910
sympleharmonic,100,3,1000000,100000,1,1,187.524,150.032,37.492,0.584156,1909
sympleharmonic,100,3,1000000,100000,1,1,187.547,150.063,37.4841,0.583874,1936
sympleharmonic,100,3,1000000,100000,1,1,187.486,149.981,37.5046,0.583984,1912
sympleharmonic,100,3,1000000,100000,1,1,186.948,149.264,37.684,0.182289,1948
sympleharmonic,100,3,1000000,100000,1,1,187.306,149.742,37.5644,0.182066,1945
sympleharmonic,100,3,1000000,100000,1,1,187.075,149.434,37.6414,0.181991,1940
sympleharmonic,100,3,1000000,100000,1,1,187.394,149.859,37.5351,0.181907,1952
sympleharmonic,100,3,1000000,100000,1,1,187.218,149.624,37.5939,0.18215,1973
sympleharmonic,100,3,10000000,1e+06,1,1,187.363,149.817,37.5457,0.998746,18863
sympleharmonic,100,3,10000000,1e+06,1,1,187.427,149.903,37.5242,0.998715,18818
sympleharmonic,100,3,10000000,1e+06,1,1,187.536,150.048,37.4881,0.998729,18766
sympleharmonic,100,3,10000000,1e+06,1,1,187.325,149.767,37.5583,0.998732,18783
sympleharmonic,100,3,10000000,1e+06,1,1,187.365,149.82,37.5449,0.998727,18730
sympleharmonic,100,3,10000000,1e+06,1,1,187.534,150.046,37.4886,0.959863,18856
sympleharmonic,100,3,10000000,1e+06,1,1,187.492,149.989,37.5028,0.95984,18862
sympleharmonic,100,3,10000000,1e+06,1,1,187.469,149.958,37.5104,0.959885,18995
sympleharmonic,100,3,10000000,1e+06,1,1,187.494,149.992,37.5019,0.959689,18764
sympleharmonic,100,3,10000000,1e+06,1,1,187.501,150.001,37.4998,0.959743,18968
sympleharmonic,100,3,10000000,1e+06,1,1,187.528,150.037,37.4906,0.58395,19129
sympleharmonic,100,3,10000000,1e+06,1,1,187.473,149.965,37.5089,0.583483,19135
sympleharmonic,100,3,10000000,1e+06,1,1,187.475,149.967,37.5083,0.58394,19148
sympleharmonic,100,3,10000000,1e+06,1,1,187.446,149.928,37.5179,0.583681,19187
sympleharmonic,100,3,10000000,1e+06,1,1,187.498,149.998,37.5005,0.583645,19131
sympleharmonic,100,3,10000000,1e+06,1,1,187.578,150.104,37.4741,0.181562,19475
sympleharmonic,100,3,10000000,1e+06,1,1,187.605,150.141,37.4648,0.181544,19494
sympleharmonic,100,3,10000000,1e+06,1,1,187.736,150.315,37.4213,0.181446,19570
sympleharmonic,100,3,10000000,1e+06,1,1,187.6,150.134,37.4665,0.181757,19504
sympleharmonic,100,3,10000000,1e+06,1,1,187.305,149.739,37.5651,0.181542,21260
sympleharmonic,1,3,100,10,1,1,2.56651,2.43312,0.133385,0.988889,0
sympleharmonic,1,3,100,10,1,1,0.729252,-0.0165523,0.745805,0.977778,0
sympleharmonic,1,3,100,10,1,1,2.14836,1.87559,0.27277,0.977778,0
sympleharmonic,1,3,100,10,1,1,-0.349948,-1.45549,1.10554,0.988889,0
sympleharmonic,1,3,100,10,1,1,-0.12575,-1.15656,1.03081,0.977778,0
sympleharmonic,1,3,100,10,1,1,2.26441,2.03032,0.234087,0.911111,0
sympleharmonic,1,3,100,10,1,1,1.64448,1.20375,0.440729,0.888889,0
sympleharmonic,1,3,100,10,1,1,1.76345,1.36238,0.401072,0.944444,0
sympleharmonic,1,3,100,10,1,1,1.19789,0.6083,0.589592,0.911111,0
sympleharmonic,1,3,100,10,1,1,0.20157,-0.720129,0.921699,0.911111,0
sympleharmonic,1,3,100,10,1,1,1.8107,1.42538,0.385322,0.611111,0
sympleharmonic,1,3,100,10,1,1,1.9983,1.67551,0.322788,0.666667,0
sympleharmonic,1,3,100,10,1,1,2.36153,2.15982,0.201711,0.677778,0
sympleharmonic,1,3,100,10,1,1,1.78687,1.39361,0.393265,0.655556,0
sympleharmonic,1,3,100,10,1,1,1.77286,1.37492,0.397936,0.644444,0
sympleharmonic,1,3,100,10,1,1,2.14519,1.87137,0.273825,0.355556,0
sympleharmonic,1,3,100,10,1,1,1.78198,1.38709,0.394895,0.466667,0
sympleharmonic,1,3,100,10,1,1,1.81625,1.43277,0.383474,0.333333,0
sympleharmonic,1,3,100,10,1,1,2.06722,1.76741,0.299814,0.322222,0
sympleharmonic,1,3,100,10,1,1,1.44928,0.943482,0.505796,0.466667,0
sympleharmonic,1,3,1000,100,1,1,2.26585,2.02224,0.243606,0.99,0
sympleharmonic,1,3,1000,100,1,1,0.845791,0.128833,0.716958,0.991111,0
sympleharmonic,1,3,1000,100,1,1,2.07857,1.77254,0.306032,0.988889,0
sympleharmonic,1,3,1000,100,1,1,-0.797039,-2.06161,1.26457,0.983333,0
sympleharmonic,1,3,1000,100,1,1,-0.564479,-1.75153,1.18705,0.986667,0
sympleharmonic,1,3,1000,100,1,1,1.04131,0.38953,0.651784,0.902222,0
sympleharmonic,1,3,1000,100,1,1,2.49,2.32111,0.16889,0.953333,0
sympleharmonic,1,3,1000,100,1,1,1.33111,0.775926,0.555185,0.907778,0
sympleharmonic,1,3,1000,100,1,1,1.5454,1.06165,0.483754,0.924444,0
sympleharmonic,1,3,1000,100,1,1,1.17766,0.571319,0.606337,0.908889,0
sympleharmonic,1,3,1000,100,1,1,1.72301,1.29846,0.424552,0.611111,0
sympleharmonic,1,3,1000,100,1,1,2.03616,1.71599,0.32017,0.666667,0
sympleharmonic,1,3,1000,100,1,1,1.83791,1.45166,0.386253,0.631111,0
sympleharmonic,1,3,1000,100,1,1,1.76114,1.34929,0.411843,0.662222,0
sympleharmonic,1,3,1000,100,1,1,1.83588,1.44895,0.386928,0.622222,0
sympleharmonic,1,3,1000,100,1,1,1.82752,1.43781,0.389714,0.366667,0
sympleharmonic,1,3,1000,100,1,1,1.92366,1.56599,0.357669,0.377778,0
sympleharmonic,1,3,1000,100,1,1,1.81666,1.42332,0.393337,0.361111,0
sympleharmonic,1,3,1000,100,1,1,1.73966,1.32066,0.419002,0.368889,0
sympleharmonic,1,3,1000,100,1,1,1.62247,1.1644,0.458066,0.348889,0
sympleharmonic,1,3,10000,1000,1,1,1.53197,1.04274,0.489231,0.990111,4
sympleharmonic,1,3,10000,1000,1,1,2.37852,2.17147,0.207049,0.994111,4
sympleharmonic,1,3,10000,1000,1,1,1.33279,0.777163,0.555626,0.989556,4
sympleharmonic,1,3,10000,1000,1,1,-1.19391,-2.59176,1.39786,0.984444,4
sympleharmonic,1,3,10000,1000,1,1,0.955639,0.274297,0.681342,0.989444,4
sympleharmonic,1,3,10000,1000,1,1,1.96601,1.62146,0.344552,0.924778,4
sympleharmonic,1,3,10000,1000,1,1,1.79257,1.3902,0.402366,0.918667,4
sympleharmonic,1,3,10000,1000,1,1,1.72031,1.29386,0.426452,0.916,4
sympleharmonic,1,3,10000,1000,1,1,1.70294,1.2707,0.432242,0.92,4
sympleharmonic,1,3,10000,1000,1,1,1.70577,1.27447,0.431299,0.917222,4
sympleharmonic,1,3,10000,1000,1,1,1.88611,1.51493,0.371184,0.641778,4
sympleharmonic,1,3,10000,1000,1,1,1.88664,1.51563,0.371008,0.634556,4
sympleharmonic,1,3,10000,1000,1,1,1.8653,1.48718,0.378122,0.623556,4
sympleharmonic,1,3,10000,1000,1,1,1.92318,1.56435,0.358829,0.634222,4
sympleharmonic,1,3,10000,1000,1,1,1.85318,1.47102,0.382161,0.628222,4
sympleharmonic,1,3,10000,1000,1,1,1.85901,1.47879,0.38022,0.365778,4
sympleharmonic,1,3,10000,1000,1,1,1.87413,1.49895,0.375179,0.357111,4
sympleharmonic,1,3,10000,1000,1,1,1.86306,1.4842,0.378868,0.345222,4
sympleharmonic,1,3,10000,1000,1,1,1.89944,1.53269,0.366743,0.360778,4
sympleharmonic,1,3,10000,1000,1,1,1.92033,1.56054,0.35978,0.349111,4
sympleharmonic,1,3,100000,10000,1,1,2.13124,1.84167,0.289574,0.993167,40
sympleharmonic,1,3,100000,10000,1,1,2.22215,1.96288,0.259272,0.993833,40
sympleharmonic,1,3,100000,10000,1,1,2.009,1.67868,0.330323,0.992822,40
sympleharmonic,1,3,100000,10000,1,1,1.11283,0.483778,0.629047,0.9893,40
sympleharmonic,1,3,100000,10000,1,1,1.9361,1.58148,0.354622,0.992689,40
sympleharmonic,1,3,100000,10000,1,1,1.85249,1.47,0.382493,0.922967,41
sympleharmonic,1,3,100000,10000,1,1,1.83414,1.44553,0.388609,0.923811,40
sympleharmonic,1,3,100000,10000,1,1,1.84219,1.45626,0.385927,0.922978,44
sympleharmonic,1,3,100000,10000,1,1,1.86402,1.48538,0.378648,0.923289,41
sympleharmonic,1,3,100000,10000,1,1,1.87764,1.50352,0.374111,0.9231,40
sympleharmonic,1,3,100000,10000,1,1,1.90059,1.53413,0.36646,0.632533,42
sympleharmonic,1,3,100000,10000,1,1,1.87267,1.49691,0.375765,0.636311,42
sympleharmonic,1,3,100000,10000,1,1,1.86897,1.49197,0.377,0.635811,42
sympleharmonic,1,3,100000,10000,1,1,1.88844,1.51793,0.370508,0.634311,42
sympleharmonic,1,3,100000,10000,1,1,1.87862,1.50483,0.373784,0.6352,42
sympleharmonic,1,3,100000,10000,1,1,1.87681,1.50242,0.374387,0.3544,44
sympleharmonic,1,3,100000,10000,1,1,1.85428,1.47238,0.381897,0.356678,43
sympleharmonic,1,3,100000,10000,1,1,1.86273,1.48365,0.379078,0.354078,43
sympleharmonic,1,3,100000,10000,1,1,1.86942,1.49257,0.37685,0.3533,43
sympleharmonic,1,3,100000,10000,1,1,1.86208,1.48278,0.379296,0.354656,43
sympleharmonic,1,3,1000000,100000,1,1,1.69173,1.25564,0.43609,0.991716,404
sympleharmonic,1,3,1000000,100000,1,1,1.91379,1.55172,0.36207,0.992464,403
sympleharmonic,1,3,1000000,100000,1,1,2.01621,1.68828,0.327928,0.992794,403
sympleharmonic,1,3,1000000,100000,1,1,1.87938,1.50585,0.373537,0.992234,407
sympleharmonic,1,3,1000000,100000,1,1,1.79309,1.39079,0.402302,0.992316,404
sympleharmonic,1,3,1000000,100000,1,1,1.85574,1.47432,0.381419,0.922963,408
sympleharmonic,1,3,1000000,100000,1,1,1.8684,1.4912,0.3772,0.923423,431
sympleharmonic,1,3,1000000,100000,1,1,1.88529,1.51372,0.371569,0.92392,406
sympleharmonic,1,3,1000000,100000,1,1,1.87918,1.50558,0.373605,0.923787,408
sympleharmonic,1,3,1000000,100000,1,1,1.86314,1.48418,0.378954,0.923526,406
sympleharmonic,1,3,1000000,100000,1,1,1.87687,1.5025,0.374374,0.634532,424
sympleharmonic,1,3,1000000,100000,1,1,1.87085,1.49447,0.376381,0.633664,423
sympleharmonic,1,3,1000000,100000,1,1,1.87242,1.49656,0.375858,0.634031,423
sympleharmonic,1,3,1000000,100000,1,1,1.87255,1.49673,0.375816,0.63395,421
sympleharmonic,1,3,1000000,100000,1,1,1.87151,1.49534,0.376164,0.633519,423
sympleharmonic,1,3,1000000,100000,1,1,1.87674,1.50232,0.37442,0.355199,457
sympleharmonic,1,3,1000000,100000,1,1,1.87643,1.50191,0.374521,0.354013,435
sympleharmonic,1,3,1000000,100000,1,1,1.87634,1.50179,0.374551,0.353946,456
sympleharmonic,1,3,1000000,100000,1,1,1.8741,1.4988,0.375298,0.353791,448
sympleharmonic,1,3,1000000,100000,1,1,1.8726,1.49679,0.3758,0.354781,435
